Task,LeftLabel,RightLabel,faceImages,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,face_image_q.started,slider_trustworthy.started,text_trustworthy.started,slider_aggressive.started,text_aggressive.started,mouse_7.started,Confirm.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,24,32,2312,86,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,24,33,2313,43,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,24,34,2314,56,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_087_M_M_N_A.png,0,0,0,0,24,35,2315,78,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,24,36,2316,7,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,24,37,2317,52,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,24,38,2318,46,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,24,39,2319,69,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,24,40,2320,88,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,24,41,2321,81,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,24,42,2322,53,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,24,43,2323,3,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,24,44,2324,48,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,24,45,2325,16,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,24,46,2326,54,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,24,47,2327,26,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BM_213_134_N.png,0,0,0,0,24,48,2328,29,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,24,49,2329,91,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,24,50,2330,40,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,24,51,2331,45,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,24,52,2332,22,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,24,53,2333,93,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,24,54,2334,74,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,24,55,2335,27,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,24,56,2336,2,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,24,57,2337,57,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,24,58,2338,75,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,24,59,2339,8,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_231_357_N.png,0,0,0,0,24,60,2340,80,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,24,61,2341,13,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,24,62,2342,41,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,24,63,2343,30,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,24,64,2344,49,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,24,65,2345,38,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,24,66,2346,58,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,24,67,2347,14,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,24,68,2348,39,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,24,69,2349,37,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,24,70,2350,34,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_035_M_F_N_A.png,0,0,0,0,24,71,2351,20,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,24,72,2352,19,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,24,73,2353,94,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_231_357_N.png,0,0,0,0,24,74,2354,23,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,24,75,2355,0,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,24,76,2356,55,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,24,77,2357,25,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,24,78,2358,21,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,24,79,2359,84,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,24,80,2360,90,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,24,81,2361,11,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_200_099_N.png,0,0,0,0,24,82,2362,92,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,24,83,2363,70,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,24,84,2364,47,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,24,85,2365,35,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,24,86,2366,71,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,24,87,2367,59,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LF_224_176_N.png,0,0,0,0,24,88,2368,31,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,24,89,2369,4,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,24,90,2370,62,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,24,91,2371,33,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,24,92,2372,5,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,24,93,2373,65,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,24,94,2374,73,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,25,0,2375,3,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,25,1,2376,41,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,25,2,2377,71,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,25,3,2378,19,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,25,4,2379,59,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,25,5,2380,87,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,25,6,2381,28,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,25,7,2382,11,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,25,8,2383,58,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,25,9,2384,93,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,25,10,2385,73,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,25,11,2386,14,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_087_M_M_N_A.png,0,0,0,0,25,12,2387,78,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LF_224_176_N.png,0,0,0,0,25,13,2388,12,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,25,14,2389,89,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,25,15,2390,83,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,25,16,2391,62,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,25,17,2392,8,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,25,18,2393,94,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,25,19,2394,21,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,25,20,2395,47,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_035_M_F_N_A.png,0,0,0,0,25,21,2396,20,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,25,22,2397,86,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,25,23,2398,79,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,25,24,2399,82,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_245_143_N.png,0,0,0,0,25,25,2400,6,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_245_143_N.png,0,0,0,0,25,26,2401,44,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,25,27,2402,56,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,25,28,2403,54,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,25,29,2404,27,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,25,30,2405,76,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,25,31,2406,1,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,25,32,2407,81,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_245_143_N.png,0,0,0,0,25,33,2408,63,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,25,34,2409,45,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,25,35,2410,35,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,25,36,2411,49,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,25,37,2412,10,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,25,38,2413,91,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_231_357_N.png,0,0,0,0,25,39,2414,42,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,25,40,2415,30,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,25,41,2416,15,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,25,42,2417,37,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,25,43,2418,74,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,25,44,2419,88,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_201_057_N.png,0,0,0,0,25,45,2420,32,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_231_357_N.png,0,0,0,0,25,46,2421,80,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,25,47,2422,75,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,25,48,2423,85,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_250_167_N.png,0,0,0,0,25,49,2424,36,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,25,50,2425,9,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,25,51,2426,68,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,25,52,2427,13,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_231_357_N.png,0,0,0,0,25,53,2428,61,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,25,54,2429,64,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,25,55,2430,70,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,25,56,2431,90,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,25,57,2432,55,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,25,58,2433,46,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,25,59,2434,16,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,25,60,2435,57,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,25,61,2436,24,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,25,62,2437,52,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,25,63,2438,84,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,25,64,2439,48,,,,,,,,,,,,2023-04-07_19h44.24.213,FaceAttractiveness,2022.2.5,143.67238097695653,
