Task,LeftLabel,RightLabel,faceImages,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,face_image_q.started,text_2.started,text_3.started,mouse_7.started,image_3.started,slider.started,slider_2.started,text_2.stopped,text_3.stopped,mouse_7.stopped,image_3.stopped,slider.response,slider.rt,slider_2.response,slider_2.rt,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,EndText.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,26,23,2493,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,26,24,2494,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,26,25,2495,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,26,26,2496,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,26,27,2497,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,26,28,2498,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,26,29,2499,13,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,26,30,2500,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,26,31,2501,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,26,32,2502,49,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,26,33,2503,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,26,34,2504,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_231_357_N.png,0,0,0,0,26,35,2505,23,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,26,36,2506,19,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,26,37,2507,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,26,38,2508,43,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,26,39,2509,71,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,26,40,2510,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,26,41,2511,34,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,26,42,2512,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,26,43,2513,69,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,26,44,2514,74,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_250_167_N.png,0,0,0,0,26,45,2515,36,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,26,46,2516,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,26,47,2517,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,26,48,2518,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LF_224_176_N.png,0,0,0,0,26,49,2519,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,26,50,2520,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,26,51,2521,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,26,52,2522,35,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_250_167_N.png,0,0,0,0,26,53,2523,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,26,54,2524,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,26,55,2525,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,26,56,2526,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,26,57,2527,94,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,26,58,2528,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,26,59,2529,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,26,60,2530,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,26,61,2531,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_245_143_N.png,0,0,0,0,26,62,2532,63,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,26,63,2533,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,26,64,2534,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,26,65,2535,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,26,66,2536,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_231_357_N.png,0,0,0,0,26,67,2537,80,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,26,68,2538,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,26,69,2539,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,26,70,2540,28,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_035_M_F_N_A.png,0,0,0,0,26,71,2541,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,26,72,2542,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,26,73,2543,83,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,26,74,2544,9,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,26,75,2545,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,26,76,2546,84,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,26,77,2547,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,26,78,2548,25,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,26,79,2549,37,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,26,80,2550,27,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,26,81,2551,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_231_357_N.png,0,0,0,0,26,82,2552,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,26,83,2553,41,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,26,84,2554,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,26,85,2555,91,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_245_143_N.png,0,0,0,0,26,86,2556,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LF_224_176_N.png,0,0,0,0,26,87,2557,31,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,26,88,2558,93,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,26,89,2559,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,26,90,2560,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,26,91,2561,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,26,92,2562,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,26,93,2563,48,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,26,94,2564,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,27,0,2565,40,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,27,1,2566,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,27,2,2567,26,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,27,3,2568,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,27,4,2569,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,27,5,2570,81,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,27,6,2571,37,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,27,7,2572,43,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_245_143_N.png,0,0,0,0,27,8,2573,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,27,9,2574,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,27,10,2575,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,27,11,2576,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,27,12,2577,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,27,13,2578,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,27,14,2579,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,27,15,2580,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,27,16,2581,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,27,17,2582,19,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,27,18,2583,48,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,27,19,2584,74,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,27,20,2585,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,27,21,2586,27,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_231_357_N.png,0,0,0,0,27,22,2587,42,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,27,23,2588,22,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,27,24,2589,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,27,25,2590,35,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BM_213_134_N.png,0,0,0,0,27,26,2591,29,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,27,27,2592,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,27,28,2593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,27,29,2594,25,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,27,30,2595,9,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,27,31,2596,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,27,32,2597,90,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,27,33,2598,73,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,27,34,2599,82,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,27,35,2600,94,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,27,36,2601,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,27,37,2602,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,27,38,2603,71,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
