Task,LeftLabel,RightLabel,faceImages,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,face_image_q.started,slider_trustworthy.started,text_trustworthy.started,slider_aggressive.started,text_aggressive.started,Confirm.started,mouse_7.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,6,40,610,3,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,6,41,611,47,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,6,42,612,53,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,6,43,613,56,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,6,44,614,58,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_201_057_N.png,0,0,0,0,6,45,615,32,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,6,46,616,37,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LF_224_176_N.png,0,0,0,0,6,47,617,31,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,6,48,618,43,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,6,49,619,30,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,6,50,620,71,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,6,51,621,84,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,6,52,622,73,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,6,53,623,89,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,6,54,624,90,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,6,55,625,5,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,6,56,626,69,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,6,57,627,22,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,6,58,628,35,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,6,59,629,65,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,6,60,630,86,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,6,61,631,2,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_245_143_N.png,0,0,0,0,6,62,632,63,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_250_167_N.png,0,0,0,0,6,63,633,36,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,6,64,634,11,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,6,65,635,91,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,6,66,636,28,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,6,67,637,39,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,6,68,638,62,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,6,69,639,21,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,6,70,640,25,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,6,71,641,51,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,6,72,642,13,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,6,73,643,48,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,6,74,644,70,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,6,75,645,16,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,6,76,646,68,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,6,77,647,46,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,6,78,648,74,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,6,79,649,55,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,6,80,650,15,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_245_143_N.png,0,0,0,0,6,81,651,44,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,6,82,652,10,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,6,83,653,93,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,6,84,654,67,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_245_143_N.png,0,0,0,0,6,85,655,6,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,6,86,656,8,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,6,87,657,41,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,6,88,658,40,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,6,89,659,59,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_250_167_N.png,0,0,0,0,6,90,660,17,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,6,91,661,9,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,6,92,662,19,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,6,93,663,60,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_087_M_M_N_A.png,0,0,0,0,6,94,664,78,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LF_224_176_N.png,0,0,0,0,7,0,665,12,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,7,1,666,89,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,7,2,667,76,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,7,3,668,56,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,7,4,669,59,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,7,5,670,57,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,7,6,671,24,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_201_057_N.png,0,0,0,0,7,7,672,32,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,7,8,673,22,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,7,9,674,35,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,7,10,675,82,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,7,11,676,62,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,7,12,677,91,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_035_M_F_N_A.png,0,0,0,0,7,13,678,77,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,7,14,679,53,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_200_099_N.png,0,0,0,0,7,15,680,92,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_087_M_M_N_A.png,0,0,0,0,7,16,681,78,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,7,17,682,52,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_LF_224_176_N.png,0,0,0,0,7,18,683,50,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,7,19,684,34,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,7,20,685,0,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,7,21,686,33,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,7,22,687,48,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,7,23,688,68,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,7,24,689,8,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BM_213_134_N.png,0,0,0,0,7,25,690,29,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,7,26,691,7,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,7,27,692,43,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,7,28,693,46,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,7,29,694,71,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,7,30,695,70,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,7,31,696,1,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_231_357_N.png,0,0,0,0,7,32,697,42,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,7,33,698,64,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,7,34,699,25,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,7,35,700,58,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,7,36,701,90,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,7,37,702,39,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_245_143_N.png,0,0,0,0,7,38,703,44,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,7,39,704,38,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,7,40,705,3,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_035_M_F_N_A.png,0,0,0,0,7,41,706,20,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,7,42,707,83,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,7,43,708,93,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,7,44,709,69,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,7,45,710,30,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,7,46,711,28,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,7,47,712,67,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_250_167_N.png,0,0,0,0,7,48,713,17,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,7,49,714,2,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,7,50,715,73,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_245_143_N.png,0,0,0,0,7,51,716,6,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,7,52,717,84,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,7,53,718,94,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,7,54,719,4,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,7,55,720,14,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,7,56,721,55,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,7,57,722,49,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,7,58,723,81,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,7,59,724,41,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,7,60,725,54,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,7,61,726,88,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,7,62,727,75,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_231_357_N.png,0,0,0,0,7,63,728,61,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,7,64,729,74,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_250_167_N.png,0,0,0,0,7,65,730,36,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,7,66,731,18,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,7,67,732,60,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,7,68,733,16,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,7,69,734,86,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,7,70,735,87,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,7,71,736,15,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,7,72,737,40,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,7,73,738,72,,,,,,,,,,,,2023-04-07_19h49.36.092,FaceAttractiveness,2022.2.5,144.1703285069056,
